date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2004-01-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,219.08,0.42
2004-01-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,368.92,0.71
2004-01-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,376.76,0.72
2004-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,236.06,0.46
2004-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,307.47,0.6
2004-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,374.43,0.73
2004-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,508.32,0.99
2004-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,209.27,0.39
2004-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,349.79,0.66
2004-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,362.28,0.68
2004-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,451.71,0.85
2004-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,412.7,0.77
2004-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,231.03,0.42
2004-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,349.79,0.64
2004-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,362.28,0.66
2004-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,492.89,0.9
2004-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,440.89,0.81
2004-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,247.7,0.45
2004-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,322.3,0.59
2004-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,420.15,0.76
2004-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,503.88,0.92
2004-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,442.66,0.81
2004-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,242.69,0.45
2004-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,319.43,0.59
2004-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,420.15,0.78
2004-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,515.69,0.96
2004-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,454.21,0.84
2004-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,284.31,0.54
2004-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,423.72,0.8
2004-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,421.8,0.8
2004-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,563.57,1.06
2004-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,487.83,0.92
2004-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,272.65,0.51
2004-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,378.14,0.71
2004-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,390.06,0.74
2004-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,547.88,1.03
2004-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,447.26,0.84
2004-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,274.93,0.51
2004-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,347.29,0.64
2004-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,390.06,0.72
2004-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,544.55,1.01
2004-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,476.58,0.88
2004-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,263.53,0.5
2004-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,354.81,0.68
2004-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,390.06,0.74
2004-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,548.55,1.04
2004-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,473.37,0.9
2004-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,253.49,0.5
2004-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,315.19,0.62
2004-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,390.06,0.77
2004-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,514.88,1.02
2004-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,486.41,0.96
2004-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,282.33,0.58
2004-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,292.52,0.6
2004-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,518.93,1.06
2004-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,506.31,1.04
2004-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,474,0.97
2005-01-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,282,0.56
2005-01-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,292.52,0.58
2005-01-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,518.93,1.04
2005-01-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,474,0.95
2005-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,294.63,0.59
2005-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,352.28,0.7
2005-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,443.1,0.88
2005-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,521.09,1.04
2005-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,305.87,0.62
2005-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,348.67,0.71
2005-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,437.76,0.89
2005-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,491.23,1
2005-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,327.24,0.65
2005-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,422.77,0.83
2005-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,489.71,0.97
2005-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,527.49,1.04
2005-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,478.33,0.94
2005-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,328.6,0.63
2005-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,554.62,1.07
2005-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,592.97,1.14
2005-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,501.22,0.97
2005-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,490.87,0.95
2005-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,319.46,0.59
2005-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,507.29,0.94
2005-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,592.97,1.1
2005-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,559.74,1.03
2005-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,493.93,0.91
2005-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,288.31,0.53
2005-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,322.4,0.59
2005-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,481.01,0.88
2005-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,517.36,0.95
2005-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,464.1,0.85
2005-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,300.25,0.57
2005-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,350.48,0.66
2005-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,440.43,0.83
2005-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,533.28,1.01
2005-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,472.71,0.89
2005-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,316.55,0.59
2005-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,385.72,0.72
2005-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,463.73,0.87
2005-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,536.48,1
2005-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,484.78,0.9
2005-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,327.92,0.6
2005-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,488.69,0.9
2005-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,541.34,0.99
2005-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,514.36,0.94
2005-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,484.6,0.89
2005-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,324.03,0.58
2005-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,530.95,0.95
2005-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,592.97,1.06
2005-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,530.48,0.95
2005-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,492.4,0.88
2005-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,303.89,0.56
2005-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,414.85,0.76
2005-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,536.99,0.98
2005-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,538.55,0.98
2005-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,479.01,0.88
2006-01-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,301.95,0.56
2006-01-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,362.88,0.67
2006-01-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,364.6,0.67
2006-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,297.69,0.54
2006-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,321.76,0.58
2006-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,440.93,0.8
2006-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,535.44,0.97
2006-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,278.15,0.51
2006-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,256.04,0.47
2006-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,457.87,0.84
2006-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,561.09,1.03
2006-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,290.11,0.54
2006-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,244.02,0.45
2006-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,475.51,0.88
2006-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,557.09,1.03
2006-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,500.4,0.93
2006-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,287.16,0.56
2006-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,257.26,0.5
2006-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,455.5,0.89
2006-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,489.38,0.96
2006-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,489.98,0.96
2006-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,280.09,0.54
2006-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,248.91,0.48
2006-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,475.68,0.92
2006-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,501.96,0.97
2006-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,512.96,0.99
2006-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,270.99,0.52
2006-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,266.22,0.51
2006-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,469.25,0.9
2006-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,628.29,1.21
2006-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,579.15,1.11
2006-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,274.52,0.54
2006-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,245.35,0.48
2006-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,469,0.92
2006-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,656.51,1.28
2006-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,572.65,1.12
2006-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,284.5,0.55
2006-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,222.24,0.43
2006-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,499.63,0.97
2006-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,652.31,1.26
2006-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,516.54,1
2006-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,286.22,0.55
2006-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,211.3,0.4
2006-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,477.5,0.91
2006-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,591.24,1.13
2006-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,475.4,0.91
2006-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,274.98,0.54
2006-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,132.33,0.26
2006-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,477.5,0.93
2006-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,590.35,1.16
2006-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,517.34,1.01
2006-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,266.03,0.53
2006-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,121.6,0.24
2006-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,470.78,0.94
2006-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,531.56,1.06
2006-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,597.75,1.19
2007-01-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,269.25,0.53
2007-01-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,124.6,0.25
2007-01-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,445.86,0.88
2007-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,285.48,0.57
2007-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,122.57,0.25
2007-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,397.42,0.8
2007-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,468.71,0.94
2007-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,259.48,0.52
2007-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,142.86,0.29
2007-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,407.29,0.82
2007-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,542.42,1.1
2007-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,448.15,0.91
2007-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,258.19,0.53
2007-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,150.44,0.31
2007-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,414.11,0.86
2007-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,518.84,1.07
2007-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,474.38,0.98
2007-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,292.43,0.61
2007-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,150.44,0.31
2007-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,420.52,0.87
2007-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,507.27,1.05
2007-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,518.12,1.08
2007-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,298.7,0.61
2007-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,173.93,0.36
2007-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,420.52,0.86
2007-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,559.31,1.14
2007-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,520.67,1.06
2007-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,279.83,0.59
2007-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,163.8,0.34
2007-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,420.52,0.88
