date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2010-10-15,Haute-Kotto,Bria,Bria,1857,6.53,21.98,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,643.5,1.37
2010-10-15,Ouaka,Bambari,Bambari,686,5.76,20.67,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,196.62,0.42
2010-10-15,Ouaka,Bambari,Bambari,686,5.76,20.67,cereals and tubers,Maize,51,KG,actual,Retail,XAF,207.04,0.44
2010-10-15,Ouaka,Bambari,Bambari,686,5.76,20.67,cereals and tubers,Rice,52,KG,actual,Retail,XAF,355.88,0.76
2010-10-15,Ouaka,Bambari,Bambari,686,5.76,20.67,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,733.64,1.56
2010-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava,68,KG,actual,Retail,XAF,235.34,0.49
2010-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,235.34,0.49
2010-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,188.01,0.39
2010-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,373.13,0.77
2010-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,647.56,1.34
2010-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,558.77,1.16
2010-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Chicken,182,KG,actual,Retail,XAF,2044.09,4.23
2010-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish,139,KG,actual,Retail,XAF,3788.07,7.85
2010-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish (catfish),310,KG,actual,Retail,XAF,3003.47,6.22
2010-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish (smoked),300,KG,actual,Retail,XAF,5462.1,11.31
2010-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs","Meat (antelope, smoked)",575,KG,actual,Retail,XAF,2735.28,5.66
2010-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,XAF,2204.33,4.57
2010-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs","Meat (gazelle, smoked)",576,KG,actual,Retail,XAF,3169.81,6.56
2010-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,pulses and nuts,Groundnuts,153,KG,actual,Retail,XAF,786.98,1.63
2010-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,vegetables and fruits,"Beans (green, fresh)",458,KG,actual,Retail,XAF,1799.87,3.73
2010-11-15,Haute-Kotto,Bria,Bria,1857,6.53,21.98,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,175.11,0.36
2010-11-15,Haute-Kotto,Bria,Bria,1857,6.53,21.98,cereals and tubers,Maize,51,KG,actual,Retail,XAF,294.32,0.61
2010-11-15,Haute-Kotto,Bria,Bria,1857,6.53,21.98,cereals and tubers,Rice,52,KG,actual,Retail,XAF,383.73,0.79
2010-11-15,Haute-Kotto,Bria,Bria,1857,6.53,21.98,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,502.5,1.04
2010-11-15,Ouaka,Bambari,Bambari,686,5.76,20.67,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,197.16,0.41
2010-11-15,Ouaka,Bambari,Bambari,686,5.76,20.67,cereals and tubers,Maize,51,KG,actual,Retail,XAF,208.33,0.43
2010-11-15,Ouaka,Bambari,Bambari,686,5.76,20.67,cereals and tubers,Rice,52,KG,actual,Retail,XAF,359.73,0.75
2010-11-15,Ouaka,Bambari,Bambari,686,5.76,20.67,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,734.47,1.52
2010-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava,68,KG,actual,Retail,XAF,216.78,0.44
2010-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,216.78,0.44
2010-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,189.29,0.38
2010-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,340.91,0.69
2010-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,664.05,1.34
2010-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,531.86,1.07
2010-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Chicken,182,KG,actual,Retail,XAF,2155.4,4.34
2010-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish,139,KG,actual,Retail,XAF,3856.38,7.77
2010-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish (catfish),310,KG,actual,Retail,XAF,2721.56,5.48
2010-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish (smoked),300,KG,actual,Retail,XAF,4752.6,9.57
2010-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs","Meat (antelope, smoked)",575,KG,actual,Retail,XAF,2683.66,5.41
2010-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs","Meat (gazelle, smoked)",576,KG,actual,Retail,XAF,5786.84,11.66
2010-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,pulses and nuts,Groundnuts,153,KG,actual,Retail,XAF,762.77,1.54
2010-12-15,Bangui,Bangui,Bangui,685,4.37,18.58,vegetables and fruits,"Beans (green, fresh)",458,KG,actual,Retail,XAF,1694.45,3.41
2010-12-15,Haute-Kotto,Bria,Bria,1857,6.53,21.98,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,176.17,0.35
2010-12-15,Haute-Kotto,Bria,Bria,1857,6.53,21.98,cereals and tubers,Maize,51,KG,actual,Retail,XAF,296.1,0.6
2010-12-15,Haute-Kotto,Bria,Bria,1857,6.53,21.98,cereals and tubers,Rice,52,KG,actual,Retail,XAF,386.05,0.78
2010-12-15,Haute-Kotto,Bria,Bria,1857,6.53,21.98,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,505.54,1.02
2010-12-15,Ouaka,Bambari,Bambari,686,5.76,20.67,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,196.93,0.4
2010-12-15,Ouaka,Bambari,Bambari,686,5.76,20.67,cereals and tubers,Maize,51,KG,actual,Retail,XAF,207.9,0.42
2010-12-15,Ouaka,Bambari,Bambari,686,5.76,20.67,cereals and tubers,Rice,52,KG,actual,Retail,XAF,357.79,0.72
2010-12-15,Ouaka,Bambari,Bambari,686,5.76,20.67,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,733.64,1.48
2011-01-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava,68,KG,actual,Retail,XAF,239.19,0.49
2011-01-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,239.19,0.49
2011-01-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,198.43,0.4
2011-01-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,332.31,0.68
2011-01-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Chicken,182,KG,actual,Retail,XAF,1973.89,4.02
2011-01-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish,139,KG,actual,Retail,XAF,3138.37,6.39
2011-01-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish (catfish),310,KG,actual,Retail,XAF,2613.17,5.32
2011-01-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish (smoked),300,KG,actual,Retail,XAF,5031.54,10.24
2011-01-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs","Meat (antelope, smoked)",575,KG,actual,Retail,XAF,2784.31,5.67
2011-01-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,XAF,1893.73,3.85
2011-01-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs","Meat (gazelle, smoked)",576,KG,actual,Retail,XAF,3079.08,6.26
2011-01-15,Bangui,Bangui,Bangui,685,4.37,18.58,pulses and nuts,Groundnuts,153,KG,actual,Retail,XAF,760.33,1.55
2011-01-15,Bangui,Bangui,Bangui,685,4.37,18.58,vegetables and fruits,"Beans (green, fresh)",458,KG,actual,Retail,XAF,1484.15,3.02
2011-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava,68,KG,actual,Retail,XAF,237.88,0.49
2011-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,237.88,0.49
2011-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,251.51,0.52
2011-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,330.88,0.68
2011-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,688.15,1.41
2011-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Chicken,182,KG,actual,Retail,XAF,1820.45,3.74
2011-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish,139,KG,actual,Retail,XAF,3130.95,6.44
2011-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish (catfish),310,KG,actual,Retail,XAF,2744.34,5.64
2011-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish (smoked),300,KG,actual,Retail,XAF,5328,10.96
2011-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,XAF,1987.01,4.09
2011-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,pulses and nuts,Groundnuts,153,KG,actual,Retail,XAF,745.75,1.53
2011-02-15,Bangui,Bangui,Bangui,685,4.37,18.58,vegetables and fruits,"Beans (green, fresh)",458,KG,actual,Retail,XAF,1726.77,3.55
2011-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava,68,KG,actual,Retail,XAF,229.7,0.49
2011-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,229.7,0.49
2011-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,197.45,0.42
2011-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,359.88,0.77
2011-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,586.87,1.25
2011-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,583.47,1.25
2011-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Chicken,182,KG,actual,Retail,XAF,2277.35,4.86
2011-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish,139,KG,actual,Retail,XAF,2566.14,5.48
2011-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish (catfish),310,KG,actual,Retail,XAF,2216.15,4.73
2011-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish (smoked),300,KG,actual,Retail,XAF,4743.64,10.12
2011-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,XAF,1968.02,4.2
2011-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,pulses and nuts,Groundnuts,153,KG,actual,Retail,XAF,691.54,1.48
2011-03-15,Bangui,Bangui,Bangui,685,4.37,18.58,vegetables and fruits,"Beans (green, fresh)",458,KG,actual,Retail,XAF,2548.99,5.44
2011-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava,68,KG,actual,Retail,XAF,240.88,0.53
2011-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,240.88,0.53
2011-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,197.45,0.43
2011-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,359.88,0.79
2011-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,624.31,1.37
2011-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,561.7,1.24
2011-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Chicken,182,KG,actual,Retail,XAF,2122.03,4.67
2011-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish,139,KG,actual,Retail,XAF,2566.14,5.65
2011-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish (catfish),310,KG,actual,Retail,XAF,2216.15,4.88
2011-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish (smoked),300,KG,actual,Retail,XAF,4733.84,10.42
2011-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,XAF,1855.62,4.08
2011-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,pulses and nuts,Groundnuts,153,KG,actual,Retail,XAF,762.4,1.68
2011-04-15,Bangui,Bangui,Bangui,685,4.37,18.58,vegetables and fruits,"Beans (green, fresh)",458,KG,actual,Retail,XAF,1786.97,3.93
2011-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava,68,KG,actual,Retail,XAF,249.89,0.54
2011-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,249.89,0.54
2011-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,248.13,0.54
2011-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,360.77,0.78
2011-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,678.87,1.46
2011-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,541.96,1.17
2011-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Chicken,182,KG,actual,Retail,XAF,2125.22,4.58
2011-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish,139,KG,actual,Retail,XAF,3200.12,6.9
2011-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish (catfish),310,KG,actual,Retail,XAF,2471.36,5.33
2011-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish (smoked),300,KG,actual,Retail,XAF,4461.5,9.62
2011-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs","Meat (antelope, smoked)",575,KG,actual,Retail,XAF,2798.92,6.03
2011-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,XAF,1972.96,4.25
2011-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs","Meat (gazelle, smoked)",576,KG,actual,Retail,XAF,3059.28,6.6
2011-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,pulses and nuts,Groundnuts,153,KG,actual,Retail,XAF,722.07,1.56
2011-05-15,Bangui,Bangui,Bangui,685,4.37,18.58,vegetables and fruits,"Beans (green, fresh)",458,KG,actual,Retail,XAF,1898.04,4.09
2011-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava,68,KG,actual,Retail,XAF,262.96,0.57
2011-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,262.96,0.57
2011-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,258.37,0.56
2011-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,386.9,0.84
2011-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,611.81,1.32
2011-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,538.17,1.16
2011-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Chicken,182,KG,actual,Retail,XAF,2196.23,4.74
2011-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish,139,KG,actual,Retail,XAF,2649,5.72
2011-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish (catfish),310,KG,actual,Retail,XAF,2575.41,5.56
2011-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish (smoked),300,KG,actual,Retail,XAF,4656.5,10.06
2011-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs","Meat (antelope, smoked)",575,KG,actual,Retail,XAF,2745.15,5.93
2011-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,XAF,1939.99,4.19
2011-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs","Meat (gazelle, smoked)",576,KG,actual,Retail,XAF,3148.25,6.8
2011-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,pulses and nuts,Groundnuts,153,KG,actual,Retail,XAF,750.79,1.62
2011-06-15,Bangui,Bangui,Bangui,685,4.37,18.58,vegetables and fruits,"Beans (green, fresh)",458,KG,actual,Retail,XAF,1994.12,4.31
2011-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava,68,KG,actual,Retail,XAF,270.85,0.58
2011-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,256.32,0.55
2011-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,280.9,0.61
2011-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,357.14,0.77
2011-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,663.33,1.43
2011-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,544.74,1.17
2011-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Chicken,182,KG,actual,Retail,XAF,2169.28,4.68
2011-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish,139,KG,actual,Retail,XAF,2674.13,5.77
2011-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish (catfish),310,KG,actual,Retail,XAF,2564.82,5.53
2011-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish (smoked),300,KG,actual,Retail,XAF,4640.93,10.01
2011-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,XAF,1890.37,4.08
2011-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs","Meat (gazelle, smoked)",576,KG,actual,Retail,XAF,3242.18,6.99
2011-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,pulses and nuts,Groundnuts,153,KG,actual,Retail,XAF,746.63,1.61
2011-07-15,Bangui,Bangui,Bangui,685,4.37,18.58,vegetables and fruits,"Beans (green, fresh)",458,KG,actual,Retail,XAF,2027.63,4.37
2011-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava,68,KG,actual,Retail,XAF,294.65,0.65
2011-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,294.65,0.65
2011-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,216.3,0.48
2011-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,331.26,0.73
2011-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,654.89,1.44
2011-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,574.87,1.27
2011-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Chicken,182,KG,actual,Retail,XAF,1868.92,4.12
2011-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish,139,KG,actual,Retail,XAF,3108.28,6.84
2011-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish (catfish),310,KG,actual,Retail,XAF,2447.23,5.39
2011-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish (smoked),300,KG,actual,Retail,XAF,4885.24,10.76
2011-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,XAF,1657.65,3.65
2011-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs","Meat (gazelle, smoked)",576,KG,actual,Retail,XAF,2885.03,6.35
2011-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,pulses and nuts,Groundnuts,153,KG,actual,Retail,XAF,738.62,1.63
2011-08-15,Bangui,Bangui,Bangui,685,4.37,18.58,vegetables and fruits,"Beans (green, fresh)",458,KG,actual,Retail,XAF,2011.23,4.43
2011-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava,68,KG,actual,Retail,XAF,288.56,0.61
2011-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,288.56,0.61
2011-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,233.21,0.49
2011-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,335.95,0.71
2011-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,634.41,1.34
2011-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,550.54,1.17
2011-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Chicken,182,KG,actual,Retail,XAF,1962.42,4.15
2011-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish,139,KG,actual,Retail,XAF,3108.28,6.58
2011-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish (catfish),310,KG,actual,Retail,XAF,2333.73,4.94
2011-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish (smoked),300,KG,actual,Retail,XAF,5011.5,10.61
2011-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,XAF,1689.3,3.58
2011-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs","Meat (gazelle, smoked)",576,KG,actual,Retail,XAF,2976.76,6.3
2011-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,pulses and nuts,Groundnuts,153,KG,actual,Retail,XAF,724.61,1.53
2011-09-15,Bangui,Bangui,Bangui,685,4.37,18.58,vegetables and fruits,"Beans (green, fresh)",458,KG,actual,Retail,XAF,1927.62,4.08
2011-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava,68,KG,actual,Retail,XAF,275.21,0.58
2011-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,275.21,0.58
2011-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,201.07,0.42
2011-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Millet,73,KG,actual,Retail,XAF,354.65,0.75
2011-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Rice,52,KG,actual,Retail,XAF,604.44,1.27
2011-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Wheat flour,58,KG,actual,Retail,XAF,524.93,1.11
2011-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Chicken,182,KG,actual,Retail,XAF,2184.72,4.61
2011-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish,139,KG,actual,Retail,XAF,3214.05,6.78
2011-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish (catfish),310,KG,actual,Retail,XAF,2193.66,4.63
2011-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Fish (smoked),300,KG,actual,Retail,XAF,4900.22,10.34
2011-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs","Meat (antelope, smoked)",575,KG,actual,Retail,XAF,2709.83,5.72
2011-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,XAF,1684.76,3.55
2011-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,"meat, fish and eggs","Meat (gazelle, smoked)",576,KG,actual,Retail,XAF,3334.66,7.03
2011-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,pulses and nuts,Groundnuts,153,KG,actual,Retail,XAF,634.98,1.34
2011-10-15,Bangui,Bangui,Bangui,685,4.37,18.58,vegetables and fruits,"Beans (green, fresh)",458,KG,actual,Retail,XAF,1611.61,3.4
2011-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava,68,KG,actual,Retail,XAF,271.65,0.56
2011-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Cassava (cossette),302,KG,actual,Retail,XAF,271.65,0.56
2011-11-15,Bangui,Bangui,Bangui,685,4.37,18.58,cereals and tubers,Maize,51,KG,actual,Retail,XAF,275.26,0.57
