X,Y,osm_id,osm_type,completeness,amenity,healthcare,name,operator,source,speciality,operator_type,operational_status,opening_hours,beds,staff_doctors,staff_nurses,health_amenity_type,dispensing,wheelchair,emergency,insurance,water_source,electricity,is_in_health_area,is_in_health_zone,url,addr_housenumber,addr_street,addr_postcode,addr_city,changeset_id,changeset_version,changeset_timestamp,uuid
,,"966565978",way,9.375,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,108448363,1,2021/07/22 19:51:45+00,cfe29bb3673949bc9c8abf9d28c425d9
,,"253056551",way,21.875,doctors,doctor,Centre de Santé E E B,,"Bing;UNICEF",,private,,,,,,,,,,,,,,,,,,,Berbérati,134614171,5,2023/04/07 12:37:55+00,981e863f4d43433dae69c093dcdcccc3
,,"746117577",way,21.875,hospital,hospital,Poste de Santé de Maraze,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Maraze,84320144,3,2020/04/29 08:19:15+00,b123aee4c020490bb124599301429f9b
,,"783882052",way,18.75,doctors,,Centre de Santé Mission catholique,,UNICEF,,private,,,,,,,,,,,,,,,,,,,Baoro,98469292,3,2021/01/31 22:22:55+00,3895a9f1f4534cecacc6e432cfc5ed57
18.8601216304224,5.1698511343896,"7371472722",node,6.25,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,83136420,1,2020/04/06 09:43:04+00,4a55f62e252e4fab8a2568213620a1ea
15.494899991397,6.88375998035221,"2665815219",node,18.75,doctors,,Poste de Santé de Boukayan,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Bokayan,88789830,2,2020/07/31 15:40:17+00,3baa82ca7fc4424686a84f310d016fc7
,,"475387800",way,21.875,hospital,hospital,Centre de Santé de Gontikiri,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Gontikiri,84259872,3,2020/04/28 10:43:50+00,dae470dee1244eb5a68bfae309e474bd
15.0128999905086,4.45218998628334,"2665980820",node,18.75,doctors,,Poste de Santé de Beina,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Beina,88789830,2,2020/07/31 15:40:17+00,8ac9cea9b5354de89f76f036d2b227dd
,,"264125080",way,21.875,hospital,hospital,Poste de Santé de Bombalou,,"Bing;UNICEF",,government,,,,,,,,,,,,,,,,,,,Bombalou,84320144,3,2020/04/29 08:19:15+00,ecb967b700d84947a684dad27a38afd0
,,"681218780",way,21.875,hospital,hospital,Poste de Santé de Bokiné,,"UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,Bokiné,141327887,6,2023/09/16 06:22:04+00,3805bd91d54e48e9bc425fd2e8a272e8
16.4320794955802,7.25454855465833,"2417190486",node,18.75,doctors,,Amitié Sainte Famille,,"UNICEF,2012",,private,,,,,,,,,,,,,,,,,,,Paoua,117850383,5,2022/02/25 13:56:33+00,a42365b211eb4bbda390c98fb67011eb
15.6460858876802,5.93470197826761,"2589437008",node,18.75,doctors,,Centre de Santé de Wantiguere,,"UNICEF,2012",,private,,,,,,,,,,,,,,,,,,,Wantiguere,97428766,4,2021/01/13 09:38:37+00,cd8e91d22f754185ba5139c641255789
16.3192999825522,6.64658992292507,"2412541031",node,15.625,hospital,,PS de Beh,,,,government,,,,,,,,,,,,,,,,,,,Beh,141327887,4,2023/09/16 06:22:04+00,16ebdc282074442aa46c4e6e49da2ddf
,,"786136266",way,18.75,doctors,,Poste de Santé de Nguinze,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Nguinze,88789830,3,2020/07/31 15:40:17+00,47f63a6686be4da6828cb125d64d48db
,,"201613620",way,21.875,hospital,hospital,Poste de Santé de Kando,,"Bing;UNICEF",,government,,,,,,,,,,,,,,,,,,,Kaga-Bandoro,84259872,3,2020/04/28 10:43:50+00,89c5e1f5a6014653a91f9ad4a8c39d08
18.5806717446455,4.36274795480423,"3219353553",node,15.625,pharmacy,pharmacy,Pharmacie La Paloma,,,,,,24/7,,,,,,,,,,,,,,,,,,120594850,4,2022/05/05 15:33:49+00,b0e191467e144570a291387851c884e6
18.2812841610659,6.84666838242879,"2590484754",node,18.75,hospital,,Poste de Santé de Ngatoua,,"UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,Ngatoua,176199915,6,2025/12/20 23:24:07+00,06ef3358a2a74d8d91a7901c62711d0a
17.6370999496451,6.78714999673622,"2590353168",node,18.75,hospital,,Poste de Santé de Bodora,,"UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,Bodora,141327887,4,2023/09/16 06:22:04+00,b29ef3d0640e45eeb63dec63176b7507
,,"263741825",way,21.875,hospital,hospital,Centre de Santé Ngougbia,,"Bing;UNICEF",,government,,,,,,,,,,,,,,,,,,,Ngaloa,84320144,3,2020/04/29 08:19:15+00,3b72e50f0f964c8ebefd519fcf0a7d6b
,,"253080813",way,21.875,hospital,hospital,Centre de Santé de Gbazian-Bea,,"UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,Gbazian-Bea,141327887,5,2023/09/16 06:22:04+00,6931b1d89c5d4f66b02f9ea2e585e8a5
16.2898999542569,7.22425996080761,"2417190588",node,18.75,hospital,,PS Pende,,"UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,Pende,141327887,4,2023/09/16 06:22:04+00,d636982296b74700b9620453d3bdbbac
16.3430669528198,4.88207692911399,"2663478003",node,21.875,doctors,doctor,Poste de Santé de Ndinguiri,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Ndinguiri,137655734,3,2023/06/22 16:58:31+00,31a96ce3fd384e4ba0600048e47b3958
,,"783882041",way,25,hospital,hospital,Centre de Santé de Ngola 100 logements,,Survey,,NGO,open,,,,,,,,,,,,,,,,Ngola 100 logements,,,106044547,3,2021/06/08 15:34:54+00,7bfb0deb47dd464fb64732c2ee3211be
,,"778511618",way,9.375,pharmacy,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,168849082,6,2025/07/12 19:03:57+00,673e2cf53c5041deb3cd3a1ce28b8807
,,"253078029",way,21.875,hospital,hospital,PS Ngaidoa,,"Bing;UNICEF",,government,,,,,,,,,,,,,,,,,,,Ngaidoua,84182808,3,2020/04/27 08:25:59+00,d46a7d944a6a4ab2bbd39b60589b90fa
,,"261735723",way,18.75,doctors,,Poste de Santé de Mbartoua,,"Bing;UNICEF",,government,,,,,,,,,,,,,,,,,,,Mbartoua,88789830,4,2020/07/31 15:40:17+00,39bac2594c144b84b29e85d85783b94f
15.4352999659675,6.72633995976463,"2671543264",node,18.75,doctors,,Poste de Santé de Sah,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Sah,88789830,3,2020/07/31 15:40:17+00,12f532486010436aafc5b9db79ebd88f
20.9434999905887,5.4194199544481,"2693948742",node,18.75,hospital,,Centre de Santé de Bokolobo,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Bokolobo,20820852,1,2014/02/28 04:21:38+00,02b690789cae406a8f286977e95d2711
,,"398338629",way,21.875,hospital,hospital,Hôpital Maman Elisabeth Domitien,,survey,,,open,,,,,,,,,,,,,,,,,,"Bimbo, Bangui",114093602,4,2021/11/22 11:11:22+00,9b7290a5fd9f41fda2d7b97f0d3e9aa6
,,"266903579",way,18.75,doctors,,Centre de Santé de Besson,,"Bing;UNICEF",,government,,,,,,,,,,,,,,,,,,,Besson,88789830,4,2020/07/31 15:40:17+00,72532586daf6418b891ed9693b920ee2
,,"786136262",way,9.375,doctors,,Poste de Santé de Bogali 2,,,,,,,,,,,,,,,,,,,,,,,,88789830,2,2020/07/31 15:40:17+00,ff51e2aed513435eb49400997345b94a
18.364199958915,6.19241993604851,"2670725532",node,18.75,hospital,,Poste de Santé de Donzi,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Donzi,20722109,2,2014/02/22 21:10:29+00,370a1b0ca3874df8991d5c942f6fcbc3
,,"253056600",way,21.875,doctors,doctor,Centre de Santé du 2e art,,"Bing;UNICEF",,government,,,,,,,,,,,,,,,,,,,Berbérati,134614304,5,2023/04/07 12:41:37+00,8285bfcf618943b78dba23f657b06c80
16.9051676893765,6.56630629412948,"2590585633",node,18.75,hospital,,Poste de Santé de Bangba,,"UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,Bangba,141327887,5,2023/09/16 06:22:04+00,0831775d319a40ff8582a8e59cc54b87
,,"314544449",way,12.5,hospital,hospital,Centre Sante Mbalazime,,,,,,,,,,,,,,,,,,,,,,,,84320144,3,2020/04/29 08:19:15+00,f7f971d62f954927a1de7f2da78670f4
,,"236025596",way,21.875,hospital,hospital,PS de Bondjomo,,"Bing;UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,Bondjomo,86407010,6,2020/06/09 11:53:07+00,0f6e8f7aceac44f79fe1c8ffa13b250d
,,"261468981",way,21.875,hospital,hospital,Poste de Santé de Bodangui,,"Bing;UNICEF",,government,,,,,,,,,,,,,,,,,,,Bodangui,84259872,3,2020/04/28 10:43:50+00,9adc94e6fe7549859eda312ff7fc8ba3
,,"261306630",way,21.875,hospital,hospital,Poste de Santé de Ramadane,,"Bing;UNICEF",,government,,,,,,,,,,,,,,,,,,,Ramadane,84209828,3,2020/04/27 16:18:11+00,0e6ee67197024c7da40c41dbb942b8ad
15.5351999303982,6.73079997044326,"2665815214",node,18.75,doctors,,Poste de Santé Bogang 1,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Sanguere-Pende,88789830,2,2020/07/31 15:40:17+00,bcc32e478c7148848a4fa8887ce47131
16.2545859903585,6.17397044515425,"2420372474",node,18.75,hospital,,PS Bouforo-Croisement,,"UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,Bouforo croisement,141327887,4,2023/09/16 06:22:04+00,bc44767a64a444ce8f4cb7c58b66314f
,,"510725753",way,6.25,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,50616190,1,2017/07/27 10:49:50+00,282444c1a7704169b75b49d96c6fbaae
16.3496999718961,6.41691999245759,"2412541010",node,15.625,hospital,,Kokol,,,,private,,,,,,,,,,,,,,,,,,,Kokol,141327887,4,2023/09/16 06:22:04+00,89cd6bcd408e4cd4a074afa4a14652c6
17.30005825862,7.16891257777226,"2440005990",node,18.75,hospital,,Poste de Santé de Kouki,,"UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,Kouki,141327887,5,2023/09/16 06:22:04+00,bbcd6cca28524a0cb62354a1594a5201
,,"503199517",way,21.875,hospital,hospital,Centre de Santé d'Awatche,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Awatche,84182808,3,2020/04/27 08:25:59+00,9d3a472536e444ae831db4ad2c9bbed3
15.5259919906669,5.95854337983533,"2589437009",node,18.75,hospital,,Enfant Jésus Yole,,"UNICEF,2012",,private,,,,,,,,,,,,,,,,,,,Yole,97428766,3,2021/01/13 09:38:37+00,84dcccac0c06493a95afff926d7573a9
,,"784201276",way,21.875,hospital,hospital,Hôpital Préfectoral de Kaga-Bandoro,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Kaga-Bandoro,84259872,2,2020/04/28 10:43:50+00,bb2f8d6cae054287b23b919c789ce55f
17.0914059503601,6.70924909155576,"2590268985",node,18.75,hospital,,PS Gbade,,"UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,Gbade,116098647,4,2022/01/13 09:41:19+00,350deb423c304bef9abc0929106caa96
15.8767526778922,4.93629225230671,"2661637074",node,18.75,hospital,,Hôpital Préfectoral de Carnot,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Carnot,20452594,1,2014/02/08 19:08:47+00,08841cfa66184edcacc5ce6a4bc5c042
22.7896580857279,4.85496323254733,"3528950730",node,9.375,clinic,,Poste De Sante Oudandi,,,,,,,,,,,,,,,,,,,,,,,,31292491,1,2015/05/19 18:36:12+00,c7de829e12864d33bf8b3f79977cf003
18.5824996700896,7.27054256701791,"2440002787",node,18.75,hospital,,PS de Bongono,,"UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,Bongono,141327887,4,2023/09/16 06:22:04+00,b3604abd6b344a53aaf61994335bf09e
20.6748076908018,5.77642599772796,"3040808556",node,12.5,hospital,hospital,Clinique Endjitokowo,,,,,,,,,,,,,,,,,,,,,,,,79449059,2,2020/01/11 11:32:42+00,f5c0daeef31e4fd29fc6643c0923aeac
,,"261019963",way,21.875,hospital,hospital,Poste de Santé de Binguenendji,,"Bing;UNICEF",,government,,,,,,,,,,,,,,,,,,,Binguinendji,83818235,3,2020/04/20 11:24:47+00,9b3c0e4cb49e4a86888dcdce8d615540
18.8454793675876,7.25535548047685,"2590609613",node,18.75,hospital,,Poste de Santé de Outa,,"UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,Ouandago,141327887,5,2023/09/16 06:22:04+00,7c7750caa3494b959add3c6f55ee8adc
,,"783882051",way,21.875,hospital,hospital,Poste de Santé de Nana-Outa,,"UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,Outa,141327887,5,2023/09/16 06:22:04+00,8a8566682eef4c5d90875596021bf16e
,,"784201279",way,18.75,doctors,,Poste de Santé Zaguindi,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Zaguindi,88789830,3,2020/07/31 15:40:17+00,3a0988baff2641d39e04e33f6b560bf9
,,"314294636",way,9.375,hospital,,Cds De Yongofongo,,,,,,,,,,,,,,,,,,,,,,,,32883955,2,2015/07/26 07:35:23+00,3016cc6cea4a41fbae332911e6442114
,,"261166526",way,21.875,hospital,hospital,Poste de Santé de Moroubanda,,"Bing;UNICEF",,government,,,,,,,,,,,,,,,,,,,Moroubanda,84209828,3,2020/04/27 16:18:11+00,b6c6005d347d48b7bea788984c709bab
16.1933999412106,6.02121998282462,"2420372476",node,18.75,hospital,,PS de Boyali Yaho,,"UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,Boyali Yaho,141327887,4,2023/09/16 06:22:04+00,11d8df02aae840af9320866a0f75b677
,,"253056593",way,21.875,doctors,doctor,Centre de Santé de Sangbanda,,"Bing;UNICEF",,government,,,,,,,,,,,,,,,,,,,Berbérati,141566331,6,2023/09/21 15:51:36+00,ada3b72a74b74e9bae4b88ac7214973b
17.4519531800927,6.48918926453382,"2517058895",node,21.875,hospital,hospital,Hôpital Régional de Bossa,,"UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,Bossangoa,96261301,5,2020/12/22 13:16:45+00,437ca3c410e74b5484418e6c24c394d8
,,"459010289",way,21.875,clinic,clinic,Poste de Santé de Zaorossongou,,"Digital Globe Maps API;UNICEF",,government,,,,,,,,,,,,,,,,,,,Zaorossongou,137655734,5,2023/06/22 16:58:31+00,83914d709f6042af84030c01edc4e97e
,,"261019945",way,21.875,hospital,hospital,Poste de Santé de Maloum,,"Bing;UNICEF",,government,,,,,,,,,,,,,,,,,,,Maloum,84209828,3,2020/04/27 16:18:11+00,b2b04b062f9245909b0da4ae1af5820a
14.9418509558963,4.50142897356196,"2665980824",node,18.75,doctors,,Poste de Santé de Dilapoko,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Dilapoko,88789830,2,2020/07/31 15:40:17+00,6eebce873d0f42e7a7694767f6ae3bea
17.1364913693401,7.63785457934475,"2441042884",node,18.75,hospital,,PS de Belé,,"UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,Bele,168848572,3,2025/07/12 18:47:30+00,5418b7c1df79448298b420a20bded874
20.651732143727,5.76838507037553,"2663462971",node,21.875,hospital,hospital,Centre de Santé Notre-Dame de la Victoire,,UNICEF,,private,,,,,,,,,,,,,,,,,,,Kidigra,141566331,5,2023/09/21 15:51:36+00,68c1cc49531b4cda8792cd245563a4a3
16.2929999173266,7.22130994998571,"2417190501",node,18.75,doctors,,Centre de Santé Pende,,"UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,Pende,141327887,6,2023/09/16 06:22:04+00,5abfc2f2631b4b1bacd9f79646bab776
15.6016457914256,7.4758957581887,"2671729496",node,18.75,doctors,,Poste de Santé de Ngaoundaye,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Ngaoundaye,88789830,3,2020/07/31 15:40:17+00,062705023a254e81bcb1a51985e36284
,,"784201273",way,21.875,hospital,hospital,Centre de Santé de Atongo,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Atongo-Bakari,84209828,2,2020/04/27 16:18:11+00,ada3db6aebf34a2aa912525c300a6a5d
,,"783882053",way,18.75,doctors,,Poste de Santé Ndongue,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Ndongue Douane,88789830,3,2020/07/31 15:40:17+00,b632d9c5f60347309777022ad45612be
,,"261559260",way,18.75,doctors,,Poste de Santé de Letele,,"Bing;UNICEF",,government,,,,,,,,,,,,,,,,,,,Letele,88789830,5,2020/07/31 15:40:17+00,f6396dee101546fdb1bce272e690e1f3
,,"255224642",way,18.75,doctors,,Centre de Santé d'Abba,,"Bing;UNICEF",,government,,,,,,,,,,,,,,,,,,,Abba,88789830,5,2020/07/31 15:40:17+00,de3cd4d42f3c42b7adb1e18cea3e4584
,,"260857071",way,21.875,doctors,doctor,Centre de Santé d'Amada-Gaza,,"Bing;UNICEF",,government,,,,,,,,,,,,,,,,,,,Amada-Gaza,175177039,4,2025/11/27 00:54:00+00,b61469e3583e43bf8e7a94c7bb2b961d
16.9832461232662,6.81401055982704,"2590268984",node,18.75,hospital,,PS Bodouk,,"UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,Bodouk,141327887,5,2023/09/16 06:22:04+00,26920dec8e954b7fb0796e1d6dacea8b
,,"266045201",way,12.5,hospital,hospital,Centre De Sante Maliko,,,,,,,,,,,,,,,,,,,,,,,,84320144,3,2020/04/29 08:19:15+00,4d6853ce7d9a4107a0bb3df3db8ddf8b
17.3456713184048,6.49528667999741,"7652716534",node,21.875,hospital,hospital,CS Ngouwe,,"UNICEF,2012",,private,,,,,,,,,,,,,,,,,,,Bossangoa,96261301,2,2020/12/22 13:16:45+00,2ef40210f8a84e859b01a3fa5b6dbae3
,,"260696360",way,21.875,doctors,doctor,Poste de Santé de Dongo,,"Bing;UNICEF",,government,,,,,,,,,,,,,,,,,,,Dongo,134614861,5,2023/04/07 12:54:12+00,2d324005bebe427199629292f83dab2b
,,"244317134",way,21.875,hospital,hospital,Groupement d'Assistance,,"UNICEF,2012",,private,,,,,,,,,,,,,,,,,,,Bossangoa,141278387,7,2023/09/14 22:29:39+00,34f53f52c9804e5cae05fa932b04a0d6
,,"784201275",way,21.875,hospital,hospital,Centre de Santé de Ndomete,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Ndomete,84209828,2,2020/04/27 16:18:11+00,06f16eec0edb4f309e66485b803ae280
17.4043999611803,6.76413999614428,"2590317846",node,18.75,hospital,,Centre de Santé de Léré,,"UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,Léré,141327887,6,2023/09/16 06:22:04+00,ff747b3235794178b8c99aa8afce8772
18.5682890752682,4.37103028096806,"2277007286",node,12.5,clinic,clinic,CS Saidou,,,,,,,,,,,,,,,,,,,,,,,,120594850,4,2022/05/05 15:33:49+00,75f949c852e94bd29f0253b8eedac0aa
,,"261233113",way,21.875,hospital,hospital,Poste de Santé de Zoubingui,,"Bing;UNICEF",,government,,,,,,,,,,,,,,,,,,,Zoubingui,84209828,3,2020/04/27 16:18:11+00,82c131b20afb4c6eab7184f084c71802
,,"251864791",way,18.75,doctors,,Village SOS,,"UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,Bea,98469292,6,2021/01/31 22:22:55+00,e2094e50085b4458840f0f4cb29faad2
16.3718999453654,6.66887991803441,"2419413777",node,18.75,doctors,,Centre de Santé de Taley,,"UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,Taley,141327887,5,2023/09/16 06:22:04+00,91e699c5424b4fbaa78cb35e85ca4407
,,"783882044",way,21.875,hospital,hospital,CS ACABEF,,"UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,Bossangoa,141327887,4,2023/09/16 06:22:04+00,bedbb721c9934df181fbbdba830a3bb9
,,"260858639",way,18.75,doctors,,Centre de Santé de Mbouli,,"Bing;UNICEF",,private,,,,,,,,,,,,,,,,,,,Mbouli,88789830,4,2020/07/31 15:40:17+00,9e0d3e61812c4e08a216f54d2a9442c7
,,"261306622",way,21.875,hospital,hospital,Poste de Santé de Koukourou,,"Bing;UNICEF",,government,,,,,,,,,,,,,,,,,,,Koukourou,84209828,3,2020/04/27 16:18:11+00,c8a59b120a064477826bf2af66564e6b
16.3705999960022,7.06701998350019,"2417190573",node,18.75,hospital,,PS Gouze,,"UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,Gouze,141327887,4,2023/09/16 06:22:04+00,a0972a031b1647d98c8d8a06c1aecb84
,,"261567693",way,12.5,hospital,hospital,Centre de santé Shékina,,,,,,,,,,,,,,,,,,,,,,,,84320144,4,2020/04/29 08:19:15+00,3368e4253c224ed99e823a5384bfd333
,,"261321246",way,21.875,hospital,hospital,Poste de Santé de Doukoumbe,,"Bing;UNICEF",,government,,,,,,,,,,,,,,,,,,,Doukoumbe 3,84259872,3,2020/04/28 10:43:50+00,dde71a47679441278f00d7923d0e87d4
20.6791542943305,5.79092275072364,"3040808554",node,12.5,hospital,hospital,Centre de santé Bagolo,,,,,,,,,,,,,,,,,,,,,,,,79449059,2,2020/01/11 11:32:42+00,2df286bc570a445f9e0e4894a00d783b
,,"188879859",way,15.625,hospital,hospital,Hôpital Communautaire,,"Bing;Survey",,,,,,,,,,,,,,,,,,,,,,113324267,4,2021/11/03 10:12:16+00,6d76e6543ceb47c087cd211b59c99522
17.5566014926711,6.89770084552944,"2590317867",node,18.75,hospital,,Poste de Santé de Boding-Mon,,"UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,Boding-Mon,141327887,6,2023/09/16 06:22:04+00,33a95af15dac4c42a48bcf22e7f1e950
17.854206832179,6.42399205562219,"2590530499",node,15.625,clinic,,Poste de Santé de Kango,,"UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,,141591030,6,2023/09/22 07:37:48+00,aa0f151e53f8481899c3d64a5cfb429b
,,"278497040",way,18.75,doctors,,Poste de Santé de Lemona,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Lemona,88789830,4,2020/07/31 15:40:17+00,0749591d83d84906a2db2585aa0fef88
,,"238384434",way,18.75,doctors,,Poste de Santé de Doko,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Doko,88789830,4,2020/07/31 15:40:17+00,84fca00601eb420ea9465eb6b82fb6bf
21.4858999857455,5.72346997166801,"2669062497",node,18.75,hospital,,Centre de Santé de Boyo,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Boyo,20527091,1,2014/02/12 18:05:03+00,230e80e1fb774e8fbd34eb4253474c28
,,"480373904",way,12.5,clinic,,Maternité du CDS Sosso Nakombo,,,,,,,,,,,,,,,,,,,,,,,Sosso-Nakombo,46836335,1,2017/03/14 10:35:04+00,ba1778d2cef94cffb621ffd68177b441
15.5047802435818,3.92105233532564,"4733949190",node,15.625,doctors,,CDS - Centre de Santé de Sosso Nakombo,,,,,,24/7,,,,,,,,,,,,,,consultas e farnacia e triagem,,,,46836335,1,2017/03/14 10:35:03+00,59e40a4be2b2417fa8fa1bafb09944a8
,,"785842106",way,12.5,hospital,hospital,Centre Sante Zotte,,,,,,,,,,,,,,,,,,,,,,,,84320144,2,2020/04/29 08:19:15+00,19ca38584a5b42dd837f5feb1c88d00a
,,"783882054",way,18.75,doctors,,Poste de Santé de Bogbatoyo,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Bogbatoyo,88789830,3,2020/07/31 15:40:17+00,1030d57d41404ab2b03de2b993670060
20.6699640404149,5.75739304255379,"11966304369",node,18.75,doctors,doctor,Radiology,MSF,,radiology,,,,,,,,,,,,,,,,,,,,,152451477,2,2024/06/09 12:00:19+00,6bef02db894f4013a92f7408625d4bcc
,,"260645112",way,18.75,doctors,,Centre de Santé de Dombia,,"Bing;UNICEF",,government,,,,,,,,,,,,,,,,,,,Carnot,88789830,4,2020/07/31 15:40:17+00,a1f4a396a9414319b354945c2042157e
,,"231083421",way,21.875,hospital,hospital,Poste de Santé de Farazara,,"MSF;UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,Farazara,141327887,7,2023/09/16 06:22:04+00,42c1bc0b59f4458bae7805982fba0846
15.3183705726783,7.2065112808377,"2672346042",node,18.75,doctors,,Poste de Santé de Assana,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Assana,88789830,2,2020/07/31 15:40:17+00,a90932e37f9549c2b41681799ae4efe8
15.5404153181908,6.80822034111478,"2665815209",node,18.75,hospital,,Bomari 2,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Bomari 2,22380732,2,2014/05/16 23:32:50+00,bbdb0bc3876c494ab8091577794163b0
21.1278668240508,6.13029829886832,"2668577577",node,21.875,hospital,clinic,Poste de Santé de Mbandje-Lokoto,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Mbandje-Lokoto,137802430,2,2023/06/26 17:40:30+00,dce7e2802da44944bdd96242545c3e69
,,"253521966",way,18.75,doctors,,Centre de Santé de Bania,,"UNICEF;Bing",,government,,,,,,,,,,,,,,,,,,,Bania,88789830,4,2020/07/31 15:40:17+00,c462b74e3b724489a6685cc4e1ae300f
,,"250587712",way,18.75,hospital,hospital,Hopitalier sous prefectoral de Nana Bakassa,,,general,,,,,,,,,,,,,,,,,,,,Nana Bakassa,176138926,2,2025/12/19 12:29:50+00,2633dfbae39c4f1a9e65fdeebad3369d
17.6392219960715,6.79005323653843,"2590353154",node,18.75,hospital,,Centre de Santé de Bounsouma,,"UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,Bounsouma,141327887,6,2023/09/16 06:22:04+00,49accd89c8af420e82e7793b1451fb91
,,"251862411",way,12.5,doctors,,Centre de Santé de Wantiguere,,Bing,,,,,,,,,,,,,,,,,,,,,,88789830,4,2020/07/31 15:40:17+00,0b275710189a4cab997aecfa8a134316
16.6354960480228,5.68027073235913,"2670840590",node,18.75,hospital,,CSB de Bossemptele,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Bossemptele,20550756,1,2014/02/13 23:55:20+00,88a2a8c4a94d466c9293e60bd34a1322
,,"253457013",way,18.75,doctors,,Poste de Santé de Ngbako,,"UNICEF;Bing",,government,,,,,,,,,,,,,,,,,,,Ngbako,88789830,4,2020/07/31 15:40:17+00,2c1dc0c7864b40cf8d0aded92be50627
20.6499748777267,8.41116477518159,"6337444306",node,15.625,hospital,hospital,Hôpital Préfectoral,,UNICEF,,,,,,,,,,,,,,,,,,,,,,68131126,1,2019/03/14 10:14:55+00,47424a5a2a9041eaa5d27864bc3aff9b
,,"314300933",way,12.5,hospital,hospital,Centre de Sante Niakari,,,,,,,,,,,,,,,,,,,,,,,,84320144,5,2020/04/29 08:19:15+00,be3e46ae54a74c34b9022db904fc3778
,,"261556648",way,18.75,doctors,,Sanguere Lim,,UNICEF,,government,,,,,,,,,,,,,,,,,,,Sanguere Lim,98469292,4,2021/01/31 22:22:55+00,70fea36fb0154fbcbe671049482d8e72
,,"261314237",way,21.875,hospital,hospital,Poste de Santé de Maromba,,"Bing;UNICEF",,government,,,,,,,,,,,,,,,,,,,Maromba,83818235,2,2020/04/20 11:24:47+00,b0a305813faa405386f96c8ac11aa560
18.5265259912491,4.45287042918295,"4637848217",node,9.375,clinic,,CS Charles Luanga,,,,,,,,,,,,,,,,,,,,,,,,45563583,1,2017/01/27 15:27:15+00,d30d3176a2574270a59eef1187070ccc
17.424995219287,7.16850144542161,"2440005989",node,18.75,hospital,,Poste de Santé de Bode,,"UNICEF,2012",,government,,,,,,,,,,,,,,,,,,,Bode,141327887,5,2023/09/16 06:22:04+00,8738d4db5a2c47718fea724ddd242458
